      r      theta      rho   t_gas   t_rad          v_r      v_theta
1.64314    1.61949 -8.65054 6.64209 6.44892    -0.342073  -0.00592355
1.64314    1.62754 -8.71681  6.6576 6.43159    -0.345357  -0.00656302
1.64314    1.63637 -8.78553 6.68454 6.41271    -0.349171  -0.00698814
1.64314     1.6462  -8.8539 6.71906 6.39316    -0.353451  -0.00731618
1.64314    1.65727 -8.92498 6.75474 6.37295    -0.358046  -0.00756916
1.64314    1.66986 -9.00435 6.80912 6.35157    -0.363033  -0.00775561
1.64314    1.68433 -9.09091 6.88305 6.32927    -0.368001  -0.00782985
1.64314    1.70106 -9.19215 6.98446 6.30612     -0.37288   -0.0078552
1.64314    1.72049 -9.31479 7.10139 6.28211    -0.377323  -0.00763062
1.64314    1.74314 -9.46358 7.26417 6.25697    -0.381382  -0.00717789
1.64314    1.76956 -9.63662 7.45057  6.2326    -0.385568  -0.00612571
1.64314    1.80039 -9.81452 7.65131 6.21053     -0.38959  -0.00468579
1.64314    1.83635 -9.98139  7.8251 6.19221    -0.394127  -0.00280438
1.64314    1.87821 -10.1276 7.99762 6.17794    -0.400365 -0.000615342
1.64314    1.92684 -10.2468 8.12907 6.16824    -0.408429     0.001887
1.64314    1.98319 -10.3405 8.25788 6.16239    -0.419117   0.00449186
1.64314     2.0483 -10.4093 8.33706 6.15977    -0.433478   0.00740447
1.64314    2.12329 -10.4534 8.39779 6.15845    -0.452159   0.00989308
1.64314    2.20938 -10.4732 8.42749 6.16039    -0.474844    0.0132336
1.64314    2.30791 -10.4691 8.43986 6.16154    -0.505955    0.0158172
1.64314     2.4203 -10.4461 8.39129 6.15029    -0.564956    0.0202122
1.64314    2.54809  -10.424 8.33429  6.1382    -0.635112    0.0230875
1.64314    2.69294 -10.4243 8.30429 6.12107    -0.719633    0.0245791
1.64314    2.85662 -10.4805 8.24238 6.10292    -0.771499    0.0211635
1.64314    3.04101 -10.5855 8.29702 6.12495    -0.734924    0.0225612
1.74268   0.100427 -10.6481 8.24877 6.09556    -0.711531   -0.0194016
1.74268   0.284532 -10.5714 8.36056 6.12115    -0.661689    -0.013613
1.74268   0.447968 -10.5113 8.42381 6.14165    -0.609057   -0.0167244
1.74268    0.59262 -10.5011 8.44878 6.13734    -0.554606   -0.0161256
1.74268   0.720254 -10.4958 8.44635 6.13234    -0.511407   -0.0147645
1.74268   0.832517 -10.4796 8.41625 6.12951     -0.47813   -0.0113546
1.74268   0.930946 -10.4461 8.37303 6.13196    -0.449576    -0.008408
1.74268    1.01697 -10.3878 8.28629  6.1377    -0.427111   -0.0049698
1.74268     1.0919 -10.3068 8.17899 6.14586    -0.410295  -0.00224509
1.74268    1.15698 -10.1973 8.03404 6.15546    -0.397835  0.000564741
1.74268    1.21332 -10.0646 7.86485 6.16698    -0.388511   0.00300746
1.74268    1.26196 -9.91241 7.66951 6.18089    -0.381864   0.00520752
1.74268    1.30384 -9.76237 7.50296 6.19661    -0.376971   0.00708662
1.74268    1.33982 -9.63205 7.35192 6.21351    -0.372756   0.00860791
1.74268     1.3707 -9.51454  7.2224  6.2318     -0.36937      0.00982
1.74268    1.39717 -9.40445 7.11731 6.25119    -0.366205    0.0106638
1.74268    1.41987 -9.29867 7.00288 6.27098    -0.363257    0.0112915
1.74268    1.43937 -9.20006 6.92253 6.29056    -0.360155    0.0115809
1.74268    1.45616 -9.11721 6.85775 6.30926    -0.356746    0.0116391
1.74268     1.4707 -9.04142 6.79549 6.32788    -0.353321    0.0116187
1.74268    1.48337 -8.97406 6.76233  6.3463    -0.349999    0.0114378
1.74268    1.49452 -8.91742 6.73094 6.36338    -0.346466    0.0111116
1.74268    1.50442 -8.86483 6.69589 6.37999    -0.343011    0.0109104
1.74268    1.51334 -8.81512 6.67762 6.39631     -0.33965    0.0105346
1.74268    1.52147 -8.76814 6.65338 6.41179    -0.336578    0.0101823
1.74268      1.529 -8.72072 6.63738 6.42675    -0.333906   0.00977721
1.74268    1.53606  -8.6677 6.62843 6.44175    -0.331383    0.0092948
1.74268    1.54277 -8.61295 6.61876 6.45638    -0.329047   0.00854186
1.74268    1.54923 -8.55624 6.61203  6.4702    -0.326788   0.00771176
1.74268     1.5555  -8.4922 6.61053 6.48358    -0.324719   0.00659455
1.74268    1.56166 -8.43532 6.61483 6.49553    -0.322977   0.00529626
1.74268    1.56776 -8.40371  6.6141 6.50307    -0.321507   0.00366045
1.74268    1.57383  -8.4014 6.61288  6.5048    -0.320003   0.00174963
1.74268    1.57993 -8.42201   6.611 6.50129    -0.318797  5.55757e-05
1.74268    1.58609 -8.45364 6.60524 6.49406    -0.318036  -0.00132323
1.74268    1.59237 -8.48873 6.59884 6.48463    -0.317956  -0.00245712
1.74268    1.59882 -8.52864 6.60142 6.47368    -0.318284   -0.0036065
1.74268    1.60554 -8.57459 6.60545 6.46119      -0.3192  -0.00446314
1.74268     1.6126 -8.62517 6.61358 6.44737    -0.320639  -0.00533589
1.74268    1.62012 -8.68327 6.62765 6.43202    -0.322766  -0.00601453
1.74268    1.62825 -8.74913 6.64713 6.41535    -0.325673    -0.006631
1.74268    1.63717 -8.81924 6.67493 6.39712    -0.329307   -0.0072066
1.74268    1.64707  -8.8898 6.70249  6.3778    -0.333292  -0.00755725
1.74268    1.65822 -8.96205 6.74005 6.35758     -0.33774  -0.00799228
1.74268    1.67089 -9.04222 6.79715 6.33648    -0.342515  -0.00826916
1.74268    1.68543 -9.12728 6.85326 6.31396    -0.347258  -0.00845356
1.74268    1.70223 -9.22792 6.94254 6.29083    -0.352088  -0.00862455
1.74268    1.72172 -9.34705 7.06345 6.26649    -0.356676  -0.00844422
1.74268    1.74442 -9.49321 7.20782 6.24149    -0.361045  -0.00822561
1.74268    1.77089 -9.66979 7.39782 6.21685    -0.365338  -0.00737633
1.74268    1.80177 -9.85073 7.61382 6.19519    -0.369495  -0.00614334
1.74268    1.83776 -10.0223 7.79489 6.17635    -0.374489  -0.00452162
1.74268    1.87964 -10.1739 7.96913 6.16192    -0.380525  -0.00257052
1.74268    1.92827 -10.2969  8.1145 6.15251    -0.388553 -0.000398658
1.74268    1.98461 -10.3955 8.23692  6.1473    -0.399025   0.00186578
1.74268    2.04969 -10.4696 8.34198 6.14443    -0.413176   0.00445318
1.74268    2.12463 -10.5201 8.41635 6.14299    -0.432003   0.00668584
1.74268    2.21065 -10.5483 8.46095 6.14116    -0.456459   0.00980766
1.74268    2.30908 -10.5552 8.47885 6.14029     -0.48595    0.0123216
1.74268    2.42134  -10.548 8.51056 6.14612    -0.516011    0.0155466
1.74268    2.54897 -10.5304 8.48342 6.15015     -0.55703    0.0167156
1.74268    2.69362 -10.5209 8.41114 6.15063    -0.612947    0.0173645
1.74268    2.85706 -10.5745  8.3418 6.12784    -0.667497    0.0142965
1.74268    3.04117 -10.6534 8.18465 6.09793    -0.720251    0.0197657
1.84908   0.100259 -10.7332 8.37469 6.08253    -0.703717   -0.0178036
1.84908   0.284067 -10.6043 8.50357 6.09569    -0.681222    -0.011246
1.84908   0.447252 -10.5434 8.52618 6.11364    -0.625006   -0.0138934
1.84908   0.591698 -10.5562 8.46046 6.10837    -0.553519    -0.012869
1.84908   0.719163 -10.5656 8.45419 6.10605    -0.499245   -0.0114733
1.84908   0.831293 -10.5514 8.43801 6.10662    -0.463262  -0.00824033
1.84908    0.92962 -10.5119 8.37129 6.11031    -0.434528  -0.00565777
1.84908    1.01557 -10.4476 8.28783 6.11556    -0.412007  -0.00255652
1.84908    1.09046 -10.3596 8.16644 6.12358     -0.39499 -2.84752e-05
1.84908     1.1555 -10.2415 8.00041 6.13375    -0.382131   0.00259345
1.84908    1.21183  -10.099 7.81959 6.14682    -0.371988   0.00487425
1.84908    1.26048 -9.93477 7.62214 6.16142    -0.364339   0.00697159
1.84908    1.30238 -9.78274 7.45161 6.17844    -0.358683   0.00871523
1.84908     1.3384 -9.65195 7.29888 6.19632    -0.354509    0.0100875
1.84908    1.36932 -9.53691 7.17266 6.21494    -0.350952    0.0111236
1.84908    1.39584 -9.42679 7.05368 6.23441    -0.347985    0.0117885
1.84908     1.4186 -9.32575 6.94941 6.25412    -0.344951    0.0122772
1.84908    1.43817  -9.2317 6.86725 6.27349    -0.342073    0.0124721
1.84908    1.45503 -9.15336 6.80376 6.29204    -0.338916    0.0125202
1.84908    1.46965 -9.08139 6.76415 6.31035    -0.335732    0.0124182
1.84908     1.4824 -9.01661 6.72822 6.32815    -0.332517    0.0121765
1.84908    1.49363 -8.95996  6.6986 6.34533    -0.329331    0.0118878
1.84908    1.50361 -8.90822 6.67643 6.36185    -0.326209    0.0115288
1.84908    1.51261 -8.86003 6.65435 6.37754     -0.32327    0.0112238
1.84908    1.52083 -8.81163 6.63666 6.39317    -0.320713    0.0108541
1.84908    1.52844 -8.76215 6.61697 6.40799    -0.318325    0.0103544
1.84908    1.53558 -8.70875  6.6056 6.42287    -0.316845    0.0103759
1.84908    1.54238 -8.65604 6.60416 6.43732    -0.314255   0.00899516
1.84908    1.54893 -8.60182 6.59317 6.45072    -0.312404   0.00805269
1.84908    1.55529 -8.53977 6.59225 6.46347    -0.310862   0.00701671
1.84908    1.56154 -8.48341 6.59502   6.475    -0.309435   0.00561641
1.84908    1.56772 -8.45019 6.59503 6.48241    -0.308119   0.00393195
1.84908    1.57388 -8.44771 6.59217 6.48408     -0.30666   0.00201935
1.84908    1.58006 -8.46641   6.591 6.48093    -0.305275  0.000234439
1.84908     1.5863 -8.49787 6.58524 6.47398    -0.304227  -0.00120895
1.84908    1.59267 -8.53308 6.58156 6.46455    -0.303671  -0.00245498
1.84908    1.59921 -8.57175 6.58235 6.45356    -0.303344  -0.00359899
1.84908    1.60601 -8.61436 6.58069 6.44167    -0.303724  -0.00453083
1.84908    1.61315 -8.66195 6.58908 6.42801    -0.304569  -0.00541359
1.84908    1.62076 -8.71451 6.60027 6.41339    -0.306228  -0.00606432
1.84908    1.62898 -8.77832 6.62076 6.39729    -0.308741  -0.00685633
1.84908    1.63798 -8.84889 6.63991 6.37911    -0.311882  -0.00741275
1.84908    1.64797 -8.92207 6.67232 6.36019    -0.315497  -0.00787123
1.84908    1.65919 -8.99636 6.69778 6.33979    -0.319735   -0.0082656
1.84908    1.67194 -9.07675 6.74993 6.31877    -0.324352  -0.00863227
1.84908    1.68656 -9.16297  6.8059 6.29662     -0.32882   -0.0088882
1.84908    1.70343 -9.26392 6.89629 6.27296    -0.333277  -0.00902092
1.84908    1.72299 -9.37992 7.01341 6.24909    -0.337677  -0.00899202
1.84908    1.74575 -9.52566 7.16272 6.22397    -0.341758  -0.00881834
1.84908    1.77227 -9.70423 7.35335 6.19895    -0.345798  -0.00816669
1.84908    1.80319 -9.89102 7.56473 6.17718    -0.350063  -0.00712123
1.84908    1.83921 -10.0682 7.77274 6.15775    -0.355283  -0.00577365
1.84908    1.88112 -10.2273 7.95187 6.14161    -0.362396  -0.00405693
1.84908    1.92976 -10.3561 8.08505 6.13042    -0.371372  -0.00207995
1.84908    1.98609 -10.4586 8.22559 6.12363    -0.382649  6.01821e-07
1.84908    2.05114 -10.5366 8.33574 6.12012    -0.397822   0.00244309
1.84908    2.12602 -10.5911 8.41983  6.1184    -0.417231    0.0044791
1.84908    2.21197 -10.6256 8.48244 6.11741    -0.441817   0.00726895
1.84908     2.3103 -10.6359 8.51095 6.11689    -0.471175   0.00931862
1.84908    2.42243   -10.62 8.50607 6.11659    -0.507116    0.0125235
1.84908     2.5499 -10.5837 8.48791 6.11943    -0.559335    0.0137115
1.84908    2.69434 -10.5513 8.54543 6.12296    -0.631644     0.014845
1.84908    2.85753 -10.6063 8.50495 6.10299    -0.689318     0.012269
1.84908    3.04133 -10.7418 8.33033 6.08551      -0.7129    0.0181566
1.96281   0.100081 -10.8304 8.47472 6.06157    -0.687198   -0.0172857
1.96281   0.283574 -10.7346 8.37831 6.04234    -0.717267   -0.0112411
1.96281   0.446497 -10.6706  8.4299 6.05136     -0.66734   -0.0124172
1.96281   0.590725 -10.6563 8.44671  6.0735    -0.554859  -0.00951888
1.96281   0.718015 -10.6486   8.484  6.0817    -0.485415  -0.00814643
1.96281   0.830007 -10.6266 8.45692 6.08521    -0.444222  -0.00531932
1.96281   0.928229 -10.5807 8.39221 6.08899    -0.415139  -0.00310166
1.96281     1.0141 -10.5113 8.28625 6.09513    -0.392612  -0.00016023
1.96281    1.08894 -10.4137 8.16797 6.10413    -0.374631    0.0022031
1.96281    1.15396 -10.2847 8.00039 6.11511    -0.360671   0.00472616
1.96281    1.21028 -10.1296 7.80024 6.12853    -0.350749   0.00681456
1.96281    1.25894 -9.95672 7.59911 6.14399    -0.343344   0.00875993
1.96281    1.30086  -9.8039 7.41814 6.16109     -0.33804    0.0103233
1.96281    1.33692 -9.67351  7.2646 6.17948     -0.33377    0.0115608
1.96281    1.36789 -9.55931 7.12696 6.19867    -0.330079     0.012456
1.96281    1.39447 -9.44989 7.02253 6.21861     -0.32688    0.0130846
1.96281     1.4173 -9.35451 6.92448 6.23833    -0.324281    0.0133382
1.96281    1.43693  -9.2663 6.85193 6.25716    -0.321626    0.0134519
1.96281    1.45387 -9.19059 6.80062 6.27569     -0.31863    0.0133965
1.96281    1.46857 -9.12327 6.75173 6.29359    -0.315766     0.013215
1.96281     1.4814 -9.06127 6.72189 6.31114    -0.312799    0.0129577
1.96281    1.49271 -9.00379 6.69303 6.32796    -0.309828    0.0125968
1.96281    1.50278 -8.95332  6.6688 6.34391    -0.306939    0.0122675
1.96281    1.51187 -8.90459 6.64177  6.3593    -0.304314    0.0118808
1.96281    1.52017 -8.85484 6.62625 6.37454    -0.302099    0.0115307
1.96281    1.52787 -8.80363 6.60653 6.38921    -0.300076    0.0109255
1.96281     1.5351 -8.75019 6.59293 6.40371    -0.298265    0.0103838
1.96281    1.54199 -8.69904 6.58889 6.41786    -0.296663   0.00949418
1.96281    1.54862 -8.64803 6.58052 6.43042    -0.295273   0.00854392
1.96281    1.55507 -8.58964 6.57641 6.44265    -0.294127   0.00744839
1.96281    1.56141 -8.53289 6.57597 6.45369    -0.292806   0.00604282
1.96281    1.56767  -8.5006 6.57662 6.46088    -0.291588   0.00428325
1.96281    1.57392   -8.497  6.5742 6.46281    -0.290122   0.00236172
1.96281    1.58019 -8.51421 6.57109 6.45992    -0.288532  0.000519798
1.96281    1.58652 -8.54311 6.56901 6.45359    -0.287014 -0.000881494
1.96281    1.59297 -8.57728 6.56562 6.44456     -0.28601  -0.00227643
1.96281     1.5996 -8.61591 6.56663 6.43381    -0.285322  -0.00342364
1.96281    1.60649 -8.65656 6.56976 6.42183     -0.28515  -0.00441505
1.96281    1.61372 -8.70144  6.5782 6.40893    -0.285596  -0.00535032
1.96281    1.62142 -8.75332 6.58983 6.39471    -0.286741  -0.00603741
1.96281    1.62972 -8.81175 6.61121 6.37932    -0.288896  -0.00683514
1.96281    1.63881 -8.87992 6.62628 6.36187    -0.291779  -0.00751294
1.96281    1.64888 -8.95433 6.65951 6.34309    -0.295216  -0.00795697
1.96281    1.66019 -9.02966 6.69624 6.32309    -0.299056  -0.00857146
1.96281    1.67303 -9.11047  6.7425 6.30202    -0.303276  -0.00890886
1.96281    1.68772 -9.19757  6.8019 6.28013    -0.307495  -0.00940258
1.96281    1.70466 -9.29955 6.88234 6.25631    -0.311752  -0.00966627
1.96281     1.7243 -9.41568  6.9896 6.23205    -0.315876  -0.00973819
1.96281    1.74712 -9.55943 7.13755 6.20657     -0.31974  -0.00971937
1.96281     1.7737 -9.73803 7.31024 6.18127     -0.32366  -0.00916935
1.96281    1.80467 -9.93052 7.54039 6.15865    -0.327749  -0.00825262
1.96281    1.84073 -10.1117 7.74498 6.13903    -0.333089  -0.00703067
1.96281    1.88266 -10.2794 7.94383 6.12277    -0.340064  -0.00548274
1.96281    1.93131  -10.416 8.10055 6.11118    -0.348891  -0.00369512
1.96281    1.98763 -10.5256 8.23297  6.1041    -0.360316  -0.00183985
1.96281    2.05265 -10.6085 8.35593 6.10005    -0.375725   0.00041785
1.96281    2.12749 -10.6673   8.454 6.09807    -0.395732   0.00220692
1.96281    2.21336 -10.7049 8.52163 6.09618    -0.420881   0.00474595
1.96281    2.31159 -10.7199  8.5534 6.09358    -0.452037   0.00645988
1.96281    2.42358 -10.7123 8.54651 6.09054    -0.493927   0.00918572
1.96281    2.55087 -10.6922 8.48135 6.08047    -0.563825    0.0105026
1.96281     2.6951 -10.6867 8.42932 6.05662    -0.678989    0.0135166
1.96281    2.85802 -10.7426 8.36146 6.04679    -0.728779    0.0123837
1.96281    3.04151 -10.8414 8.45622 6.06496    -0.696799    0.0177225
2.08439  0.0998917 -10.8959 8.40741 6.03946    -0.667805   -0.0154703
2.08439   0.283051 -10.8019 8.42535 6.05731    -0.617934   -0.0065899
2.08439   0.445696 -10.7408 8.50201 6.07822    -0.559205  -0.00756297
2.08439   0.589695 -10.7381 8.52598 6.06797    -0.504479  -0.00630497
2.08439   0.716801 -10.7293 8.52281 6.06247    -0.460649  -0.00547767
2.08439   0.828649 -10.7024 8.49294 6.06418    -0.424237  -0.00284149
2.08439   0.926762 -10.6499 8.41264 6.06833      -0.3963 -0.000953271
2.08439    1.01256  -10.574 8.31362 6.07508    -0.372909   0.00171155
2.08439    1.08734 -10.4659 8.17782 6.08398    -0.354479   0.00387184
2.08439    1.15234 -10.3254 7.99259 6.09595    -0.340108    0.0062044
2.08439    1.20866 -10.1573 7.78572 6.11026    -0.329709   0.00816603
2.08439    1.25732 -9.97732 7.56309 6.12641    -0.321883   0.00995976
2.08439    1.29928 -9.82141 7.38451  6.1445    -0.316681    0.0114329
2.08439    1.33538 -9.69429 7.23289 6.16295    -0.312788    0.0125767
2.08439     1.3664 -9.58167 7.10392  6.1824    -0.309583    0.0133572
2.08439    1.39305 -9.47775 6.98571 6.20217    -0.306746    0.0138873
2.08439    1.41594 -9.38615 6.89548 6.22137     -0.30432    0.0141009
2.08439    1.43565 -9.30216 6.82033 6.24005    -0.302064    0.0142006
2.08439    1.45267 -9.22887 6.76666 6.25823    -0.299765    0.0140258
2.08439    1.46745 -9.16156 6.72946 6.27608    -0.297181    0.0138745
2.08439    1.48037 -9.10018 6.70813 6.29362    -0.294393     0.013622
2.08439    1.49177 -9.04455 6.67488 6.31039     -0.29185    0.0132299
2.08439    1.50193 -8.99487 6.64807 6.32604    -0.289349    0.0129229
2.08439    1.51111  -8.9447 6.62502 6.34129    -0.287207    0.0125193
2.08439     1.5195 -8.89289 6.60839 6.35627    -0.285469    0.0121279
2.08439    1.52729 -8.84269 6.58717 6.37075     -0.28382    0.0115098
2.08439    1.53461 -8.79187 6.57548 6.38471    -0.282446    0.0108952
2.08439    1.54159 -8.74381 6.57073  6.3982    -0.281445   0.00998411
2.08439    1.54831 -8.69429 6.56197 6.41042    -0.280496   0.00891469
2.08439    1.55485 -8.63971 6.55938 6.42222    -0.279719   0.00796653
2.08439    1.56127 -8.58391 6.55978 6.43293    -0.278811   0.00644201
2.08439    1.56763 -8.54923 6.55684 6.43985    -0.277751   0.00475459
2.08439    1.57396 -8.54417 6.55316 6.44174    -0.276343    0.0027166
2.08439    1.58032 -8.56116 6.55351 6.43923    -0.274594  0.000925968
2.08439    1.58674 -8.58876  6.5487 6.43299    -0.272712 -0.000609957
2.08439    1.59329 -8.62199 6.54623 6.42411    -0.271066  -0.00201184
2.08439    1.60001 -8.65783 6.54603 6.41369    -0.269901  -0.00323857
2.08439    1.60698 -8.69825 6.54639  6.4019    -0.269204  -0.00424308
2.08439     1.6143 -8.74318 6.55727 6.38914    -0.269163    -0.005141
2.08439    1.62209 -8.79302  6.5656 6.37523    -0.269742  -0.00592169
2.08439    1.63049 -8.84677 6.58417 6.36012    -0.271155  -0.00668603
2.08439    1.63966  -8.9093 6.60205 6.34374     -0.27347  -0.00738446
2.08439    1.64983 -8.98167 6.63178 6.32547    -0.276405  -0.00801278
2.08439    1.66122 -9.06077  6.6717 6.30567    -0.279931  -0.00858953
2.08439    1.67414 -9.14237 6.70704 6.28496    -0.283712  -0.00904214
2.08439    1.68892 -9.23139 6.76761 6.26297    -0.287445  -0.00949782
2.08439    1.70594 -9.33212  6.8474 6.23941    -0.291126  -0.00986438
2.08439    1.72565 -9.44904  6.9561  6.2148    -0.294737   -0.0100005
2.08439    1.74855 -9.59225 7.09735 6.18932    -0.298225   -0.0100473
2.08439    1.77519 -9.76785 7.27685 6.16428    -0.301585  -0.00961542
2.08439    1.80621 -9.96396 7.50933 6.14121    -0.305575  -0.00883124
2.08439    1.84231 -10.1524 7.73253 6.12124    -0.310521   -0.0077645
2.08439    1.88427 -10.3279 7.94418  6.1042    -0.317563  -0.00645612
2.08439    1.93294 -10.4736  8.1017 6.09139    -0.326784  -0.00481836
2.08439    1.98925 -10.5905 8.24661 6.08312    -0.338697  -0.00313606
2.08439    2.05425 -10.6788 8.37906  6.0788    -0.354867   -0.0010961
2.08439    2.12904 -10.7427 8.48353  6.0758    -0.375527  0.000421517
2.08439    2.21483 -10.7849 8.55576 6.07374    -0.401899   0.00272741
2.08439    2.31294 -10.8025 8.59175 6.07166     -0.43184   0.00404675
2.08439    2.42479 -10.7985 8.59628 6.07167    -0.466429   0.00655956
2.08439     2.5519 -10.7778 8.56991  6.0772    -0.506813   0.00739788
2.08439     2.6959 -10.7567 8.52127 6.08692    -0.561761   0.00858281
2.08439    2.85854 -10.8079 8.40079 6.06358    -0.625832   0.00756015
2.08439     3.0417 -10.9087 8.35864 6.04348    -0.678653    0.0158893
2.21436  0.0996897 -10.9896 8.53153 6.02416    -0.656678   -0.0144011
